"Address","Date.of.Acquisition","Latitude","Longitude"
"2716 W FLOURNOY ST","09/02/1997",41.8731635,-87.6943448
"7854 S STEWART AVE","05/20/2010",41.7511907,-87.6346777
"4030 W GLADYS AVE","",41.8764247,-87.7267944
"815 W 53RD PL","12/05/2002",41.796669,-87.6459343
"131 N PINE AVE","03/18/2021",41.8832312,-87.7630156
"6740 S HONORE ST","03/27/1991",41.7709164,-87.670405
"1331 W 109TH PL","",41.6946653,-87.6558836
"5206 S PRINCETON AVE","09/29/1982",41.799641,-87.6334378
"5114 S EMERALD AVE","01/16/2002",41.801074,-87.6444433
"6408 S INGLESIDE AVE","03/22/1991",41.7783152,-87.6019878
"1545 S LAWNDALE AVE","10/02/2003",41.8594648,-87.7173061
"4610 S LANGLEY AVE","",41.8109443,-87.6091639
"3937 W ONTARIO ST","11/02/2001",41.8921431,-87.7250017
"11818 S PERRY AVE","11/17/1999",41.6791892,-87.6254927
"5202 S WOLCOTT AVE","02/19/2004",41.7992413,-87.6723746
"1449 S KILBOURN AVE","",41.860921,-87.7368984
"7005 S GREEN ST","04/18/2011",41.7667759,-87.6453285
"7433 S KIMBARK AVE","02/25/2016",41.7595255,-87.5929012
"5152 S WABASH AVE","04/27/1993",41.8004588,-87.6247121
"5314 S WALLACE ST","03/16/2005",41.7975221,-87.6407248
"1459 S AVERS AVE","07/11/1998",41.860862,-87.7210035
"5128 S BISHOP ST","06/16/2004",41.8005109,-87.6614668
"3115 W ARTHINGTON ST","04/09/1975",41.8698012,-87.7039586
"3521 W 12TH PL","",41.865046,-87.713824
"8927 S BRANDON AVE","12/17/1969",41.733601,-87.5466566
"9137 S WOODLAWN AVE","01/26/2006",41.728397,-87.5945835
"5614 S PERRY AVE","02/08/1995",41.7923271,-87.6280284
"10730 S PERRY AVE","09/26/1991",41.6988591,-87.626016
"1714 W 69TH ST","12/06/1999",41.7687735,-87.6670989
"1437 S DRAKE AVE","",41.8614151,-87.7137052
"1409 W 120TH ST","07/14/2005",41.6755186,-87.6569234
"5025 S THROOP ST","",41.802469,-87.6571734
"8208 S EMERALD AVE","10/31/1994",41.7448426,-87.6430018
"6953 S ADA ST","",41.7670788,-87.6574618
"330 W 105TH ST","11/19/1992",41.7036748,-87.6318689
"5010 S PRINCETON AVE","",41.8032343,-87.6335633
"6331 S INGLESIDE AVE","09/13/1995",41.7795019,-87.6013006
"4542 S EVANS AVE","",41.811893,-87.6086997
"4702 W ERIE ST","09/10/2001",41.8925597,-87.7436998
"8029 S VINCENNES AVE","09/20/2005",41.7480829,-87.6345427
"5310 S HONORE ST","07/25/2006",41.797239,-87.6711028
"5416 S PRINCETON AVE","01/25/2005",41.7957798,-87.6334078
"227 E 136TH ST","03/04/2016",41.6476688,-87.6160429
"4753 S SHIELDS AVE","01/25/2005",41.8075953,-87.6341918
"5957 S ABERDEEN ST","",41.7853177,-87.6518742
"6447 S SANGAMON ST","07/11/2006",41.7764812,-87.6479951
"7504 S STEWART AVE","",41.7578417,-87.6348308
"8777 S SOUTH CHICAGO AVE","09/17/2002",41.7355827,-87.5630081
"519 W 65TH ST","",41.7759396,-87.6381892
"5621 S EMERALD AVE","11/18/1992",41.7918492,-87.6435304
"7747 S BURNHAM AVE","02/01/2000",41.7540985,-87.5565929
"6501 S EVANS AVE","10/30/1995",41.7765718,-87.6067535
"1520 S KOLIN AVE","07/31/1979",41.8598549,-87.7339002
"3348 E 91ST ST","11/17/1969",41.7304824,-87.5423441
"5933 S EMERALD AVE","",41.7860849,-87.643601
"1500 S CENTRAL PARK AVE","",41.8606449,-87.7156035
"4049 W GLADYS AVE","",41.8758927,-87.72742
"1713 W 69TH ST","07/13/2005",41.7682505,-87.6669934
"4026 W JACKSON BLVD","",41.8771833,-87.7266604
"6324 S LAFLIN ST","01/06/1983",41.7787173,-87.6621145
"1428 S DRAKE AVE","08/20/1992",41.8615014,-87.7144096
"5024 S ELIZABETH ST","",41.8024761,-87.6566622
"5353 S WINCHESTER AVE","02/18/2004",41.7960575,-87.6728037
"6810 S RACINE AVE","02/13/2002",41.7701091,-87.654605
"524 N KEDZIE AVE","",41.8910961,-87.7067717
"447 W 60TH PL","",41.784147,-87.6370527
"219 W 107TH PL","02/23/2016",41.6986303,-87.6288569
"7106 S NORMAL BLVD","",41.7651287,-87.6374484
"1736 W 63RD ST","03/06/2002",41.7796861,-87.6680877
"5808 S PEORIA ST","",41.7884844,-87.647785
"1344 S INDEPENDENCE BLVD","05/23/1978",41.8629657,-87.7207013
"2121 S TRUMBULL AVE","",41.8529354,-87.7110354
"6612 S LOWE AVE","07/30/1992",41.773891,-87.6410207
"5042 S MAY ST","06/29/2004",41.8020284,-87.654221
"1913 W MARQUETTE RD","07/27/2010",41.7718359,-87.6718061
"4836 W RACE AVE","",41.8907225,-87.7471983
"4462 S WELLS ST","01/04/1972",41.8127928,-87.6326096
"847 W 51ST ST","03/17/1988",NA,NA
"641 W 61ST ST","",41.7833289,-87.6416791
"3859 W HURON ST","",41.893298,-87.7234071
"3320 E 88TH ST","",41.7359496,-87.5435071
"8404 S MANISTEE AVE","02/02/2012",41.742513,-87.5579315
"5314 S UNION AVE","10/27/2004",41.797484,-87.6431524
"5634 S LOWE AVE","11/22/2005",41.7915109,-87.6417854
"7611 S COLFAX AVE","03/22/2000",41.7568119,-87.5610511
"4951 S PRINCETON AVE","12/17/1999",41.8040367,-87.6328967
"2621 W LUTHER ST","04/24/2004",41.8469598,-87.6913125
"5947 S WABASH AVE","05/13/2002",41.7859978,-87.6233808
"429 N HARDING AVE","",41.8889801,-87.7243263
"1213 E 72ND ST","01/26/2006",41.7639029,-87.59511
"7025 S ADA ST","",41.7661054,-87.6576394
"1538 S TRIPP AVE","",41.8595765,-87.7314466
"3542 W GRENSHAW ST","01/14/1999",41.8675245,-87.7146546
"6928 S ADA ST","",41.7677562,-87.6579717
"5713 S WABASH AVE","11/02/1999",41.7905888,-87.6235007
"6245 S MARSHFIELD AVE","02/02/2005",41.779975,-87.6651019
"3959 W ERIE ST","04/19/2002",41.8927136,-87.725718
"4601 S LANGLEY AVE","",41.8112308,-87.6088771
"1101 W MARQUETTE RD","",41.7726243,-87.6521659
"5145 S CARPENTER ST","",41.8001564,-87.6512396
"430 N HAMLIN AVE","02/27/2001",41.8890267,-87.7213791
"8403 S BURLEY AVE","12/08/2000",41.7427282,-87.5450852
"7647 S LOWE AVE","01/17/1996",41.7547263,-87.6401277
"13336 S SOUTH PARK AVE","05/13/2011",41.6525277,-87.612859
"3020 W POLK ST","",41.8712571,-87.7018799
"12131 S LAFAYETTE AVE","",41.6733868,-87.6233755
"662 W 81ST PL","05/16/2011",41.7463977,-87.6415215
"6120 S STEWART AVE","",41.7829501,-87.6354991
"6812 S ADA ST","01/31/2013",41.7699872,-87.6582413
"832 W 51ST PL","02/08/2002",41.8009193,-87.6467133
"6945 S DORCHESTER AVE","09/18/2000",41.7685668,-87.591936
"5651 S LAFAYETTE AVE","",41.7913714,-87.626402
"4758 S ADA ST","01/19/1994",41.8069884,-87.6592045
"5146 S WOLCOTT AVE","",41.7998472,-87.6723914
"6413 S STEWART AVE","",41.7776526,-87.6348408
"740 W 60TH PL","",41.7844177,-87.644113
"13409 S EVANS AVE","07/14/2005",41.6514896,-87.6030479
"1835 S MILLARD AVE","",41.8561135,-87.7159857
"11823 S LAFAYETTE AVE","09/26/1996",41.6790991,-87.6235768
"6518 S EVANS AVE","",41.7760981,-87.6074333
"461 N AVERS AVE","",41.8897603,-87.72191
"4236 W CARROLL AVE","05/21/2003",41.8871412,-87.7322232
"7052 S STEWART AVE","02/03/1994",41.7656049,-87.6350528
"1248 S INDEPENDENCE BLVD","",41.8647967,-87.7205397
"3101 W ARTHINGTON ST","01/12/1995",41.8698053,-87.703545
"835 N SPRINGFIELD AVE","",41.8964755,-87.7233163
"6005 S LASALLE ST","01/20/2003",41.7853368,-87.6286581
"1245 W 109TH ST","07/05/2006",41.6955975,-87.6540269
"916 W 69TH ST","01/14/2000",41.7690028,-87.64862
"3526 W GRENSHAW ST","10/04/1976",41.8675299,-87.7141852
"1849 S CENTRAL PARK AVE","",41.8557263,-87.7147614
"4218 W CARROLL AVE","04/12/1976",41.8871495,-87.7315807
"2900 W FILLMORE ST","09/04/1996",41.8685629,-87.6985748
"4336 W CONGRESS PKWY","09/13/1995",41.874507,-87.734264
"6928 S ABERDEEN ST","",41.7678453,-87.6521156
"13432 S CORLISS AVE","02/08/2005",41.6508324,-87.6025736
"4634 W MONROE ST","09/17/2003",41.8796377,-87.7418
"107 W 115TH ST","06/26/2006",41.6850238,-87.6256886
"1618 S RIDGEWAY AVE","12/19/2001",41.8583259,-87.7192106
"1900 S ALBANY AVE","",41.8552632,-87.7032725
"4830 S THROOP ST","",41.8059712,-87.6579608
"5801 S PRINCETON AVE","",41.7887304,-87.6324982
"12010 S CALUMET AVE","03/14/2013",41.6758837,-87.61571
"7050 S WENTWORTH AVE","09/26/1994",41.7656338,-87.6301548
"4126 W FIFTH AVE","",41.872236,-87.7289116
"6334 S PARNELL AVE","09/18/1995",41.7788139,-87.6390603
"6636 S LOWE AVE","06/11/1980",41.7731561,-87.6411944
"4211 W CARROLL AVE","04/21/1975",41.8866564,-87.7312899
"643 E 46TH ST","",41.8111096,-87.6097454
"835 N HAMLIN AVE","10/20/1998",41.8962316,-87.7208664
"6326 S NORMAL BLVD","",41.7790487,-87.6378567
"5024 S ADA ST","08/18/1999",41.8022473,-87.6590816
"608 W 62ND ST","",41.7817492,-87.6404547
"4113 W FIFTH AVE","11/30/2001",41.8719034,-87.7283781
"8931 S BALTIMORE AVE","09/17/2002",41.7327162,-87.5482262
"851 W 51ST ST","03/06/2002",41.8012973,-87.6473345
"708 E 42ND ST","",41.8188209,-87.6087574
"6500 S HARVARD AVE","05/21/1975",41.7764154,-87.6336514
"1326 S INDEPENDENCE BLVD","01/14/1988",41.8635336,-87.7205033
"8421 S BAKER AVE","",41.7417849,-87.5469764
"6518 S MORGAN ST","07/31/1979",41.7753613,-87.6498812
"8783 S SOUTH CHICAGO AVE","09/17/2002",41.7355072,-87.5628251
"8453 S BURLEY AVE","",41.7414299,-87.5450573
"7139 S PERRY AVE","07/03/1995",41.7643521,-87.6277801
"6420 S HERMITAGE AVE","",41.7768514,-87.6681717
"2843 W FLOURNOY ST","",41.8726003,-87.6978007
"8144 S VINCENNES AVE","05/12/2005",NA,NA
"1450 W 74TH ST","11/19/1998",41.7597569,-87.6608337
"7423 S BLACKSTONE AVE","11/10/1997",41.7598488,-87.5880461
"7345 S GREENWOOD AVE","09/01/2005",41.7609871,-87.5978011
"8012 S ESCANABA AVE","12/27/1995",41.7496037,-87.5544177
"4711 W ERIE ST","06/10/2003",41.8920427,-87.7439564
"9354 S LASALLE ST","10/24/2013",41.7236713,-87.6278531
"6141 S PAULINA ST","08/24/2015",41.7818638,-87.6663573
"825 W 54TH PL","09/10/1992",41.7949365,-87.6462248
"4222 S LANGLEY AVE","",41.8178525,-87.6095751
"7603 S UNION AVE","",41.7559706,-87.6415893
"4052 W JACKSON BLVD","",41.8773154,-87.727562
"223 N LATROBE AVE","07/31/1992",41.8850933,-87.7561118
"4327 S LANGLEY AVE","",41.8159523,-87.6090199
"8639 S BALTIMORE AVE","11/29/2000",41.7381782,-87.5486346
"319 W 108TH PL","10/01/2008",41.6967818,-87.631258
"8519 S MARQUETTE AVE","01/19/2016",41.7403089,-87.5584074
"5149 S EMERALD AVE","04/28/1997",41.8001934,-87.6437182
"356 E 136TH ST","",41.6481331,-87.612695
"6441 S NORMAL BLVD","",41.7768247,-87.6370927
"5042 S JUSTINE ST","12/10/1999",41.8019056,-87.6639261
"6951 S WINCHESTER AVE","08/10/1983",41.7669628,-87.6720308
"1946 W 63RD ST","",41.7796035,-87.6733305
"5021 S ABERDEEN ST","04/15/2005",41.8026173,-87.6523162
"11038 S EDBROOKE AVE","01/28/2005",41.6932535,-87.6199047
"4158 W GLADYS AVE","",41.8763792,-87.7302116
"7153 S LANGLEY AVE","12/04/2000",41.7644952,-87.6076327
"4248 S WELLS ST","11/14/2003",41.8167944,-87.6327057
"308 W 110TH ST","03/19/1997",41.6945763,-87.6308051
"12212 S UNION AVE","07/13/2010",41.6719103,-87.6396549
"5520 S UNION AVE","02/21/2006",41.7932884,-87.6430487
"717 W 120TH ST","",41.6759025,-87.6401641
"2912 W WILCOX ST","",41.8794841,-87.6992775
"408 N SPRINGFIELD AVE","11/21/2000",41.8883886,-87.7237925
"738 N SAINT LOUIS AVE","08/15/2003",41.8948125,-87.7142033
"8439 S BURLEY AVE","04/29/1997",41.7418075,-87.5450654
"224 N LA CROSSE AVE","08/27/1998",41.8852556,-87.7470278
"7459 S BALDWIN AVE","03/19/1999",41.7589958,-87.578358
"7800 S MAY ST","",41.752203,-87.6529222
"8537 S ESCANABA AVE","12/13/2016",41.7398928,-87.5535515
"5325 S UNION AVE","11/18/2004",41.79722,-87.6424444
"6158 S HERMITAGE AVE","09/01/2005",41.7814257,-87.6682554
"5227 S MARSHFIELD AVE","06/01/2004",41.7986793,-87.6655832
"6241 S WOLCOTT AVE","",41.7799593,-87.6713539
"1027 W 69TH ST","09/19/1974",41.7686389,-87.6505087
"1519 W MARQUETTE RD","",41.7721066,-87.6624005
"1550 S SPAULDING AVE","05/21/2003",41.8593809,-87.708255
"3300 E 91ST ST","07/02/2001",41.7304588,-87.544108
"4849 W WEST END AVE","",41.8827247,-87.7473216
"9007 S MACKINAW AVE","",41.7315997,-87.5425279
"852 W 52ND ST","03/07/2002",41.8000053,-87.6473985
"510 S KILBOURN AVE","03/19/1987",41.8737927,-87.7380093
"854 E 64TH PL","",41.7779591,-87.6036436
"1846 W 69TH ST","11/08/2005",41.7687358,-87.6706226
"5400 S DEARBORN ST","",41.7962967,-87.6269765
"5149 S ABERDEEN ST","01/12/1995",41.8000554,-87.6522529
"6034 S WALLACE ST","03/05/2002",41.7840619,-87.6405579
"600 N CENTRAL PARK AVE","02/15/1999",41.8919329,-87.7165725
"6716 S NORMAL BLVD","12/15/1995",41.7720776,-87.6377086
"4521 S SAINT LAWRENCE AVE","",41.8124438,-87.6113803
"6043 S WOLCOTT AVE","",41.7836237,-87.6712502
"5308 S EMERALD AVE","05/13/1997",41.7976023,-87.6443671
"6830 S CARPENTER ST","02/15/2011",41.7696216,-87.6509502
"6942 S PAULINA ST","11/30/2010",41.7672318,-87.6666623
"744 E 44TH ST","",41.8152148,-87.6074012
"5626 S PRINCETON AVE","09/07/2005",41.7918038,-87.6330714
"108 N LOTUS AVE","12/05/2019",41.8759196,-87.7624036
"1356 S KEELER AVE","07/17/2003",41.8626372,-87.7303152
"6747 S RHODES AVE","",41.7716891,-87.6114375
"5710 S LOOMIS BLVD","",41.7900812,-87.6597744
"5827 S PERRY AVE","",41.7880383,-87.6273374
"5637 S PEORIA ST","",41.791346,-87.647367
"7405 S PARNELL AVE","11/27/2012",41.7595904,-87.6380526
"7705 S FIELDING AVE","10/23/1979",41.7541396,-87.6376704
"4218 W JACKSON BLVD","",41.8772729,-87.7312626
"9640 S EGGLESTON AVE","05/25/1995",41.7185754,-87.6342488
"4225 W FILLMORE ST","11/09/2001",41.8676458,-87.7311758
"3518 W GRENSHAW ST","09/10/1976",41.8675336,-87.7138603
"4047 W GLADYS AVE","",41.8758939,-87.7273282
"2955 W JACKSON BLVD","07/31/1992",41.877274,-87.7007873
"2602 W PRATT BLVD","02/13/2001",42.0053504,-87.6951775
"5146 S UNION AVE","03/22/1991",41.8002701,-87.6432105
"5610 S DAMEN AVE","07/29/2005",41.7917015,-87.6745928
"6075 S LASALLE ST","04/20/2005",41.7832997,-87.6286251
"2946 W FULTON ST","06/07/1999",41.886827,-87.70078
"4043 W GLADYS AVE","",41.8758952,-87.7272363
"21 E 56TH ST","10/09/1995",41.792694,-87.6247447
"7315 S MORGAN ST","11/24/1998",41.7609593,-87.6488096
"6944 S PAULINA ST","02/08/2005",41.7671632,-87.6666606
"7008 S PERRY AVE","",41.7669609,-87.6283507
"7840 S THROOP ST","",41.7510982,-87.6558234
"35 E 118TH ST","02/01/2005",41.6796092,-87.6212545
"3344 E 91ST ST","08/01/2002",41.73048,-87.5425283
"6510 S BISHOP ST","10/08/1997",41.7754841,-87.6608137
"355 E 119TH PL","04/25/2013",41.6769955,-87.6144039
"6008 S HONORE ST","",41.7845323,-87.6705518
"7024 S MARSHFIELD AVE","08/09/2005",41.7659006,-87.6654116
"516 W 81ST ST","",41.7479561,-87.6375712
"4341 S LANGLEY AVE","",41.8155565,-87.6090075
"627 W 68TH ST","",41.7706054,-87.6408208
"5125 S HERMITAGE AVE","10/08/2004",41.8005493,-87.6680594
"1819 W 69TH ST","09/06/2005",41.7682222,-87.6696427
"5405 S WABASH AVE","",41.7963019,-87.6239804
"830 N LAWNDALE AVE","",41.8963778,-87.7191352
"624 E 46TH ST","",41.8114057,-87.6104824
"7015 S PARNELL AVE","",41.7666279,-87.6382422
"1649 S LAWNDALE AVE","",41.8575104,-87.7172831
"5128 S ABERDEEN ST","02/05/1993",41.800563,-87.6529645
"6847 S ABERDEEN ST","",41.7691622,-87.6516493
"612 E BOWEN AVE","",41.8196997,-87.6112044
"10545 S PERRY AVE","01/17/1996",41.7021533,-87.6254171
"5016 S UNION AVE","06/24/2004",41.8028613,-87.6432744
"2223 S KOLIN AVE","04/17/2008",41.8506221,-87.7319932
"6219 S HONORE ST","09/01/2005",41.7806324,-87.6699592
"11751 S LAFAYETTE AVE","12/08/2010",41.6801016,-87.6236089
"7140 S EGGLESTON AVE","09/30/2013",41.7641127,-87.636206
"6141 S ABERDEEN ST","03/09/1998",41.7820543,-87.6517897
"123 N FRANCISCO AVE","10/09/1996",41.8836562,-87.6984453
"7116 S MARSHFIELD AVE","12/04/1996",41.7643097,-87.6653692
"416 N LAWNDALE AVE","08/15/2003",41.8886681,-87.7189042
"6233 S HONORE ST","09/01/2005",41.7802373,-87.6699488
"712 E 134TH PL","11/18/2004",41.6512137,-87.6046267
"3723 S LA SALLE ST","04/30/2002",41.8265819,-87.6298478
"6611 S WINCHESTER AVE","",41.7735361,-87.6723977
"11846 S WATKINS AVE","11/10/2005",41.6782508,-87.6704522
"5929 S MORGAN ST","",41.7860865,-87.6494592
"721 W 120TH ST","",41.6757489,-87.6402947
"1122 S ALBANY AVE","12/27/1978",41.8675337,-87.703613
"1127 S MOZART ST","",41.8674642,-87.6967991
"5128 S WOLCOTT AVE","07/28/2003",41.8003275,-87.6724047
"6210 S MAY ST","",41.7810699,-87.653472
"1533 S KOLIN AVE","02/08/1995",41.8595381,-87.7331869
"9118 S BUFFALO AVE","04/04/1995",41.7295164,-87.544681
"4539 S SAINT LAWRENCE AVE","",41.8119365,-87.6113673
"4019 W GLADYS AVE","05/27/1975",41.8759071,-87.7263178
"523 W 80TH ST","04/15/2005",41.7486395,-87.6376301
"13429 S MARYLAND AVE","12/21/2005",41.6508374,-87.6006414
"4209 W MONROE ST","09/16/1987",41.879438,-87.7310641
"5232 S EMERALD AVE","",41.7987878,-87.644203
"8924 S BALTIMORE AVE","02/05/1997",41.7329133,-87.5489469
"1852 N SPAULDING AVE","09/26/1994",41.915221,-87.7105263
"7007 S LOWE AVE","",41.7668141,-87.6406394
"831 W 51ST PL","",41.8003971,-87.6466085
"251 W 61ST ST","04/02/2004",41.782473,-87.6322486
"4311 W GLADYS AVE","08/20/1975",41.8758166,-87.733393
"8121 S EMERALD AVE","02/22/1988",41.7464284,-87.6423468
"10925 S WABASH AVE","02/26/1990",41.6954623,-87.6216575
"8935 S BUFFALO AVE","11/08/1989",41.732701,-87.5439515
"5620 S LAFAYETTE AVE","",41.792137,-87.6270281
"7759 S NORMAL AVE","05/28/1996",41.7526648,-87.6366375
"639 W 60TH ST","",41.7845287,-87.6416572
"5307 S UNION AVE","09/10/2004",41.7977001,-87.6424563
"216 N ALBANY AVE","02/01/2001",41.8847947,-87.7040586
"4759 S THROOP ST","",41.8069714,-87.6574831
"6225 S HONORE ST","11/09/1987",41.7804349,-87.669954
"7120 S STEWART AVE","12/08/2003",41.7646464,-87.6350186
"3960 W ONTARIO ST","",41.8924873,-87.7258446
"8635 S MORGAN ST","12/07/2001",41.7367808,-87.6481515
"7725 S NORMAL AVE","01/07/1999",41.7535524,-87.6364429
"11829 S PERRY AVE","04/18/2011",41.678934,-87.6248022
"5355 S DAMEN AVE","",41.7959446,-87.6739653
"11741 S HALSTED ST","04/01/2002",41.6806164,-87.6415915
"410 N SPRINGFIELD AVE","",41.8884544,-87.7237943
"413 N HARDING AVE","11/05/2002",41.8885151,-87.724314
"1451 S KILBOURN AVE","05/02/2002",41.8608524,-87.7368962
"4010 W WILCOX ST","01/25/2006",41.8791203,-87.7261552
"633 W 48TH ST","01/20/1984",NA,NA
"10156 S ELIZABETH ST","",41.7097514,-87.6539259
"427 W 65TH ST","",41.7759295,-87.6361278
"5200 S UNION AVE","",41.7996805,-87.6432194
"237 N MENARD AVE","",41.8852846,-87.769474
"8920 S HALSTED ST","06/29/1994",41.7318753,-87.6438821
"2541 W WARREN BLVD","06/08/1994",41.8817858,-87.690139
"4338 W 14TH ST","09/07/1989",41.8625042,-87.7339434
"1321 S SAWYER AVE","09/26/1979",41.8638898,-87.7064631
"104 N LOTUS AVE","01/03/2020",41.8825215,-87.7621606
"5741 S HERMITAGE AVE","09/25/1973",41.7891287,-87.667759
"9031 S EXCHANGE AVE","07/25/2006",41.7309087,-87.5522589
"6723 S UNION AVE","04/23/1976",41.769869,-87.6412681
"5256 S EMERALD AVE","01/16/2002",41.7981573,-87.6443736
"6543 S JUSTINE ST","01/25/1996",41.77457,-87.6625106
"7302 S DANTE AVE","",NA,NA
"1524 E 74TH PL","07/19/1999",41.759925,-87.5873277
"143 W 103RD ST","05/17/2006",41.7068488,-87.6275863
"10734 S LOOMIS ST","",41.6983856,-87.6572536
"3658 W OHIO ST","",41.8920084,-87.7184895
"9445 S WENTWORTH AVE","",41.7222181,-87.6283287
"127 S SACRAMENTO BLVD","",41.8789352,-87.7009339
"4733 W ERIE ST","05/28/1996",41.8920291,-87.7447826
"5819 S SANGAMON ST","",41.7882365,-87.6482924
"13435 S BRANDON AVE","09/21/2017",41.6507658,-87.5455752
"4650 W GLADYS AVE","12/10/2002",41.8762184,-87.7422277
"2938 W JACKSON BLVD","05/18/1977",41.8776665,-87.7002224
"4758 S SHIELDS AVE","03/14/2005",41.8073878,-87.634884
"13416 S CORLISS AVE","07/14/2005",41.6512708,-87.6025678
"306 W 106TH ST","01/25/1996",41.7018661,-87.6309057
"1245 S MILLARD AVE","",41.8649691,-87.7162455
"5729 S MAY ST","",41.7895885,-87.6531955
"7000 S VINCENNES AVE","",41.7672995,-87.6272787
"745 S ALBANY AVE","06/18/1996",41.8715004,-87.7031746
"1532 S KEELER AVE","09/13/1977",41.8597391,-87.7302271
"939 W 51ST ST","05/28/2004",41.80127,-87.6493056
"7114 S EGGLESTON AVE","02/03/2009",41.7647986,-87.6362217
"6201 S MARSHFIELD AVE","07/28/1993",41.7811168,-87.6651306
"9036 S BALTIMORE AVE","09/17/2002",41.7308119,-87.5488954
"4956 S PRINCETON AVE","02/08/2000",41.8038867,-87.633583
"5011 S ABERDEEN ST","12/30/1999",41.8028918,-87.6523229
"5809 S HERMITAGE AVE","",41.7882012,-87.667734
"7515 S ELLIS AVE","",41.7581047,-87.6001493
"4126 W VAN BUREN ST","06/30/1972",41.8754854,-87.7290343
"4009 W WILCOX ST","",41.8786069,-87.7260465
"6624 S PARNELL AVE","",41.7735857,-87.6390523
"2808 W FLOURNOY ST","04/02/1970",41.8731386,-87.69652
"700 W GARFIELD BLVD","",41.7946167,-87.6429261
"4720 W ERIE ST","10/15/2002",41.8925488,-87.7443424
"2759 W WASHINGTON BLVD","03/04/1999",41.8826169,-87.6961603
"745 W 47TH PL","09/27/1990",41.8076993,-87.6448571
"7656 S DANTE AVE","10/25/2005",41.7552526,-87.5897014
"9205 S GREENWOOD AVE","01/23/2014",41.7274255,-87.5969839
"6716 S CARPENTER ST","03/15/1991",41.7717737,-87.6510065
"7240 S PERRY AVE","11/14/1997",41.7623731,-87.6284326
"6818 S ELIZABETH ST","03/07/2012",41.7698855,-87.6558088
"112 N LOTUS AVE","02/03/2020",41.8827462,-87.7620819
"7520 S DANTE AVE","10/07/1991",41.7580428,-87.5899191
"7151 S PERRY AVE","05/18/1997",41.7639402,-87.627785
"2743 W FLOURNOY ST","03/28/1978",41.8726272,-87.6954027
"6425 S EGGLESTON AVE","",41.7772598,-87.6359405
"7020 S PARNELL AVE","11/13/2000",41.766418,-87.6387357
"4916 S JUSTINE ST","",41.8043702,-87.6639903
"4156 W GLADYS AVE","",41.876381,-87.7300738
"4945 W ERIE ST","06/19/1997",41.8919765,-87.7499524
"4359 W MONROE ST","",41.879389,-87.7352282
"5132 S ABERDEEN ST","02/19/2004",41.8004352,-87.6529613
"4900 W RACE AVE","04/05/1995",41.8907125,-87.7483216
"6421 S NORMAL BLVD","",41.777374,-87.6373178
"817 W 54TH PL","06/27/2005",41.7949396,-87.6460049
"6221 S HONORE ST","09/01/2005",41.7805666,-87.6699575
"1449 S KARLOV AVE","02/24/1976",41.8610659,-87.7271185
"12017 S LOWE AVE","10/16/2000",41.6755006,-87.6378762
"5302 S MAY ST","06/16/2004",41.7976265,-87.6541036
"5830 S LA SALLE ST","",41.7881614,-87.6294751
"6201 S HONORE ST","01/18/2006",NA,NA
"11154 S EGGLESTON AVE","",41.6908406,-87.6340305
"5422 S MORGAN ST","05/12/1999",41.7953129,-87.6503947
"8808 S MACKINAW AVE","07/10/2002",41.7352914,-87.5434267
"9322 S HARPER AVE","03/30/2006",41.7252167,-87.5870028
"2842 W ADAMS ST","04/11/2001",41.8785882,-87.6979459
"1749 E 74TH ST","01/22/2002",41.7600089,-87.5814366
"6541 S GREENWOOD AVE","",41.7756291,-87.5993877
"3012 N ALBANY AVE","10/08/1998",41.888836,-87.7033475
